frequency_hz,vpp_mv,frames,codes_mean,codes_median,codes_stddev,measured_frequency_mean_hz
10000.0,50.0,15,1595.7715333333333,1595.721,0.6349271734266253,10000.0
10000.0,250.0,15,8009.406733333333,8009.419,0.2678436027899815,10000.0
