frequency_hz,target_vpp_mv,frames,measured_vpp_median_mv,new_error_mv,old_error_mv,abs_error_improvement_mv,frame_stddev_mv,measured_frequency_mean_hz
105000.0,75.0,25,74.856,-0.14400000000000546,-0.3919999999999959,0.24799999999999045,0.006681796165702949,105000.0
105000.0,125.0,25,125.066,0.0660000000000025,-0.3739999999999952,0.3079999999999927,0.007879086241437423,105000.0
105000.0,175.0,25,175.09,0.09000000000000341,-0.5620000000000118,0.4720000000000084,0.01241006043498415,105000.0
105000.0,225.0,25,224.884,-0.11600000000001387,-0.9279999999999973,0.8119999999999834,0.009865008869733497,105000.0
105000.0,250.0,25,250.002,0.0020000000000095497,-0.907999999999987,0.9059999999999775,0.01092988563526672,105000.0
495000.0,125.0,25,125.052,0.05200000000000671,0.3119999999999976,0.2599999999999909,0.008889004443693243,495000.0
495000.0,175.0,25,175.026,0.02600000000001046,0.4300000000000068,0.40399999999999636,0.011272337823184006,495000.0
495000.0,225.0,25,225.002,0.0020000000000095497,0.5339999999999918,0.5319999999999823,0.014068631774271268,495000.0
495000.0,250.0,25,250.006,0.006000000000000227,0.6279999999999859,0.6219999999999857,0.011783649689294035,495000.0
