target_vpp_mv,frame,codes,pred_vpp_mv
10.0,167,289.408,9.891821870097377
10.0,168,291.714,9.970639806133853
10.0,169,304.375,10.369160895595218
10.0,170,292.464,9.996274434072864
10.0,171,290.537,9.930410530021568
10.0,172,292.495,9.997333998694343
10.0,173,289.41,9.891890229105217
10.0,174,293.668,10.034251074451515
10.0,175,305.319,10.39868876251963
10.0,176,308.898,10.510638164768002
10.0,177,311.993,10.607448279313603
10.0,178,317.569,10.781862883095924
10.0,179,300.186,10.238130986118149
10.0,180,275.053,9.401175091344724
10.0,181,278.642,9.523845330908868
10.0,182,302.577,10.312920318550633
10.0,183,309.34,10.524463712628794
10.0,184,316.064,10.734787205425121
10.0,185,322.786,10.945048139181353
10.0,186,289.236,9.885942995423363
10.0,187,275.44,9.414402559361255
10.0,188,281.448,9.619753018904683
10.0,189,304.682,10.37876370824966
10.0,190,297.25,10.146294315260027
10.0,191,291.994,9.980210067231086
10.0,192,292.495,9.997333998694343
10.0,193,294.101,10.047795106631884
10.0,194,292.482,9.996889665143401
10.0,195,294.11,10.048076622312308
10.0,196,303.575,10.344137279557582
10.0,197,294.534,10.061339138812254
10.0,198,292.494,9.997299819190427
10.0,199,292.492,9.997231460182588
30.0,0,916.606,30.455151799204867
30.0,1,906.767,30.132674766557304
30.0,2,907.687,30.162828122593055
30.0,3,903.106,30.01268407476721
30.0,4,901.203,29.947804770561337
30.0,5,901.306,29.95135101636093
30.0,6,899.507,29.889412218366108
30.0,7,890.468,29.578203327273727
30.0,8,906.868,30.135985080643838
30.0,9,911.234,30.279082420265677
30.0,10,904.476,30.057586354950885
30.0,11,899.318,29.882905029471708
30.0,12,895.46,29.750075745055913
30.0,13,894.239,29.708037239023852
30.0,14,906.423,30.121400033430895
30.0,15,911.252,30.27967237723159
30.0,16,897.862,29.83277557428524
30.0,17,903.191,30.01546998266182
30.0,18,914.658,30.391305345337862
30.0,19,921.856,30.627222580930624
30.0,20,913.033,30.33804534147037
30.0,21,907.618,30.160566620890375
30.0,22,905.6,30.094425889933696
30.0,23,900.409,29.920467691290696
30.0,24,903.487,30.02517149721245
30.0,25,918.477,30.516474548273226
30.0,26,923.73,30.688643656159968
30.0,27,911.795,30.297469412370084
30.0,28,907.173,30.145981573677428
30.0,29,905.631,30.09544192693055
30.0,30,903.17,30.014781699534915
30.0,31,898.092,29.8406943755853
30.0,32,896.969,29.802029967498484
30.0,33,895.92,29.76591334765603
30.0,34,887.383,29.471988101140308
30.0,35,909.463,30.221037209896853
30.0,36,906.493,30.123694310520573
30.0,37,901.121,29.94498154575001
30.0,38,897.833,29.831777116730013
30.0,39,897.165,29.80877816338897
30.0,40,890.099,29.56549881562276
30.0,41,911.447,30.286063577695693
30.0,42,900.492,29.92332534567289
30.0,43,899.977,29.905594116674926
30.0,44,906.522,30.12464479674344
30.0,45,924.417,30.711160347025796
30.0,46,925.343,30.741510355383518
30.0,47,905.426,30.0887229725965
30.0,48,908.02,30.173742326462516
30.0,49,899.011,29.87233515121467
30.0,50,903.541,30.026941368110204
30.0,51,905.467,30.09006676346331
30.0,52,917.304,30.478029019327643
30.0,53,921.195,30.605558050126678
30.0,54,905.718,30.09829338559915
30.0,55,908.823,30.20006096221981
30.0,56,905.045,30.076235550151257
30.0,57,897.42,29.817557703960773
30.0,58,896.102,29.772179529554343
30.0,59,895.123,29.738472979672782
30.0,60,895.767,29.760645623312953
30.0,61,887.065,29.461039497603704
30.0,62,905.987,30.107109964700907
30.0,63,905.064,30.07685828250417
30.0,64,905.638,30.09567135463952
30.0,65,899.528,29.890135239354375
30.0,66,898.595,29.858012449732826
30.0,67,893.833,29.6940588332507
30.0,68,906.192,30.11382891903496
30.0,69,914.234,30.377408581251824
30.0,70,901.448,29.956240015424445
30.0,71,903.424,30.023106647831742
30.0,72,905.597,30.09432756377271
30.0,73,912.72,30.327786645340815
30.0,74,920.734,30.590448596721806
30.0,75,906.448,30.122219418105775
30.0,76,910.189,30.2448321408555
30.0,77,898.952,29.870303806533354
30.0,78,903.314,30.01950135526225
30.0,79,902.644,29.997417782184762
30.0,80,905.717,30.098260610212154
30.0,81,924.425,30.711422550121757
30.0,82,922.355,30.643577499041317
30.0,83,908.27,30.181936173211362
30.0,84,908.103,30.176462683583132
30.0,85,900.637,29.928317633449012
30.0,86,898.484,29.854190767366276
30.0,87,896.238,29.77686195119264
30.0,88,912.691,30.32683615911795
30.0,89,907.443,30.15483092816618
30.0,90,906.045,30.10901093714664
30.0,91,899.224,29.87966864980995
30.0,92,897.508,29.82058750619732
30.0,93,895.529,29.75245138544593
30.0,94,899.177,29.878050459979065
30.0,95,898.746,29.86321131493417
30.0,96,911.085,30.274198887603365
30.0,97,915.64,30.423490775367327
30.0,98,898.193,29.844171762243153
30.0,99,903.584,30.028350709751003
30.0,100,917.076,30.470556231092697
30.0,101,888.759,29.51936319065719
30.0,102,910.519,30.255648018563978
30.0,103,898.078,29.840212361593125
30.0,104,901.881,29.971148019611082
30.0,105,911.422,30.28524419302081
30.0,106,920.117,30.570226182945653
30.0,107,917.049,30.46967129564382
30.0,108,904.341,30.05316167770651
30.0,109,906.015,30.10802767553678
30.0,110,904.436,30.05627533947107
30.0,111,899.573,29.891684570043516
30.0,112,895.494,29.751246350465486
30.0,113,891.312,29.607261885087865
30.0,114,905.965,30.10638890618701
30.0,115,908.903,30.20268299317944
30.0,116,900.285,29.916198424502834
30.0,117,897.581,29.82310086487082
30.0,118,900.411,29.92053655043243
30.0,119,898.365,29.850093648432765
30.0,120,892.908,29.66221148019611
30.0,121,901.4,29.954587396022696
30.0,122,912.423,30.318052355403186
30.0,123,898.136,29.84220927670357
30.0,124,907.12,30.144244478166673
30.0,125,907.104,30.143720071974748
30.0,126,913.309,30.347091348281094
30.0,127,893.691,29.689169834187187
30.0,128,914.074,30.37216451933256
30.0,129,909.99,30.23830983884342
30.0,130,899.566,29.89144356304743
30.0,131,901.325,29.952005178207457
30.0,132,903.493,30.025368149534426
30.0,133,918.27,30.509690043165183
30.0,134,923.426,30.678679938513373
30.0,135,911.366,30.283408771349066
30.0,136,907.703,30.16335252878498
30.0,137,905.309,30.084888252318038
30.0,138,900.273,29.915785269652396
30.0,139,898.152,29.842760149837492
30.0,140,921.75,30.623748389909114
30.0,141,915.637,30.42339244920634
30.0,142,906.439,30.121924439622816
30.0,143,906.594,30.127004624607103
30.0,144,904.527,30.05925789968765
30.0,145,899.791,29.899190216493142
30.0,146,894.635,29.721671349088304
30.0,147,897.139,29.807882994546354
30.0,148,897.396,29.816731394259897
30.0,149,887.121,29.462967553572412
30.0,150,893.503,29.68269707486366
30.0,151,914.868,30.398188176606894
30.0,152,897.85,29.8323624194348
30.0,153,895.595,29.754723737123342
30.0,154,897.908,29.834359334545255
30.0,155,887.578,29.47870186745992
30.0,156,909.243,30.21382662475787
30.0,157,904.926,30.07233527909881
30.0,158,898.463,29.85346774637801
30.0,159,902.448,29.990669586294274
30.0,160,906.375,30.119826814855116
30.0,161,925.426,30.744230712504137
30.0,162,920.189,30.57258601080932
30.0,163,905.588,30.09403258528975
30.0,164,906.922,30.137754951541588
30.0,165,903.694,30.031956002320495
30.0,166,903.632,30.02992392832678
30.0,167,917.743,30.492417414218618
30.0,168,921.87,30.62768143634856
30.0,169,913.158,30.342142264844792
30.0,170,906.164,30.11291120819909
30.0,171,902.014,29.97572715253677
30.0,172,902.326,29.986469178648157
30.0,173,895.855,29.763675425549494
30.0,174,896.649,29.791012504820138
30.0,175,892.946,29.663519803889166
30.0,176,899.186,29.878360326116894
30.0,177,910.338,30.249715673517812
30.0,178,903.438,30.023565503249678
30.0,179,895.246,29.74270781688977
30.0,180,895.844,29.763296700269926
30.0,181,884.282,29.36522200187297
30.0,182,891.554,29.615593841238358
30.0,183,911.218,30.27855801407375
30.0,184,899.411,29.886106979562605
30.0,185,899.911,29.903321764997518
30.0,186,901.722,29.965673717842776
30.0,187,911.758,30.296256723051258
30.0,188,916.73,30.459215947192295
30.0,189,920.942,30.597265877216845
30.0,190,911.551,30.289472217943214
30.0,191,909.432,30.220021172899997
30.0,192,897.906,29.834290475403513
30.0,193,904.048,30.04355848931686
30.0,194,904.544,30.05981508126657
30.0,195,908.057,30.174955015781347
30.0,196,924.492,30.713618501050448
30.0,197,920.439,30.580779857558166
30.0,198,914.115,30.373508310199373
30.0,199,907.874,30.168957119961192
50.0,0,1505.882,49.77838726292687
50.0,1,1515.118,50.08181255197785
50.0,2,1507.194,49.821430328957945
50.0,3,1518.032,50.177903554179956
50.0,4,1515.494,50.094211390971665
50.0,5,1505.902,49.77904340722612
50.0,6,1512.014,49.979561105078226
50.0,7,1514.056,50.04679242694743
50.0,8,1508.692,49.87057553697209
50.0,9,1514.586,50.064269513827014
50.0,10,1513.179,50.017872794507056
50.0,11,1518.758,50.201843865641436
50.0,12,1509.022,49.881401917909784
50.0,13,1519.903,50.23960096842847
50.0,14,1524.215,50.381791909229946
50.0,15,1513.698,50.0349871493948
50.0,16,1507.71,49.83835885187871
50.0,17,1510.101,49.91680090285456
50.0,18,1509.566,49.899249042849505
50.0,19,1512.029,49.98005321330267
50.0,20,1524.116,50.37852732130338
50.0,21,1513.769,50.03732841952395
50.0,22,1506.142,49.786917138817174
50.0,23,1511.698,49.96919402515002
50.0,24,1504.589,49.73596753398007
50.0,25,1507.571,49.83379864899889
50.0,26,1510.421,49.92729921164263
50.0,27,1515.502,50.09447519605664
50.0,28,1513.83,50.03933993329689
50.0,29,1515.692,50.1007405668248
50.0,30,1509.766,49.90581048584205
50.0,31,1506.677,49.804468998822216
50.0,32,1511.643,49.96738962832706
50.0,33,1518.85,50.204877624118645
50.0,34,1505.768,49.77464724042112
50.0,35,1515.731,50.10202661661405
50.0,36,1514.826,50.07218366637626
50.0,37,1514.561,50.063445122936464
50.0,38,1510.399,49.92657745291344
50.0,39,1516.45,50.12573609862617
50.0,40,1522.954,50.340209632710774
50.0,41,1510.694,49.936255581327444
50.0,42,1516.242,50.11887716641682
50.0,43,1509.14,49.88527316927539
50.0,44,1512.088,49.98198883898547
50.0,45,1513.475,50.02763358265112
50.0,46,1524.423,50.38865084143929
50.0,47,1513.628,50.03267885490127
50.0,48,1507.76,49.83999921262684
50.0,49,1511.096,49.949444081742456
50.0,50,1504.545,49.73452401652172
50.0,51,1509.1,49.88396088067688
50.0,52,1515.525,50.095233635675946
50.0,53,1510.129,49.91771950487351
50.0,54,1514.542,50.06281858585965
50.0,55,1516.032,50.11195228293623
50.0,56,1508.484,49.86375163625985
50.0,57,1507.336,49.82608895348265
50.0,58,1512.667,50.000989269068654
50.0,59,1512.815,50.00586966314069
50.0,60,1513.624,50.032546952358786
50.0,61,1514.298,50.05477253076792
50.0,62,1508.931,49.87841646134818
50.0,63,1512.768,50.004319808266466
50.0,64,1514.792,50.071062494765116
50.0,65,1524.419,50.38851893889681
50.0,66,1522.723,50.33259226088212
50.0,67,1513.065,50.01411357204616
50.0,68,1515.701,50.10103734754539
50.0,69,1504.432,49.73081680123093
50.0,70,1513.856,50.040197299823056
50.0,71,1524.345,50.38607874186079
50.0,72,1515.216,50.08504416426879
50.0,73,1516.86,50.139256109231134
50.0,74,1509.615,49.90085659638268
50.0,75,1506.28,49.791444534482025
50.0,76,1511.555,49.964502593410344
50.0,77,1508.836,49.87529977592672
50.0,78,1516.908,50.14083893974098
50.0,79,1512.865,50.007518444921786
50.0,80,1515.161,50.08323050430959
50.0,81,1510.181,49.91942548005157
50.0,82,1512.485,49.99501330332566
50.0,83,1507.389,49.82782773587567
50.0,84,1519.993,50.24256877563443
50.0,85,1518.458,50.19195117495488
50.0,86,1508.664,49.869656934953134
50.0,87,1512.03,49.98008602051763
50.0,88,1515.863,50.10637940051614
50.0,89,1524.407,50.38812323126935
50.0,90,1514.341,50.056190483099655
50.0,91,1508.06,49.84984137711565
50.0,92,1510.131,49.917785119303446
50.0,93,1506.596,49.80181161441024
50.0,94,1508.63,49.86854148964441
50.0,95,1513.185,50.01807064832078
50.0,96,1512.462,49.99425873738153
50.0,97,1509.912,49.910600339226605
50.0,98,1507.669,49.83701375606524
50.0,99,1506.193,49.788590306780264
50.0,100,1508.837,49.875332583141684
50.0,101,1520.218,50.24998829364936
50.0,102,1513.94,50.042967253215295
50.0,103,1516.913,50.14100381791909
50.0,104,1510.634,49.93428714842968
50.0,105,1510.569,49.932154679457106
50.0,106,1511.157,49.95144532185518
50.0,107,1515.424,50.091903096478134
50.0,108,1521.365,50.28781134770764
50.0,109,1514.057,50.04682540258305
50.0,110,1509.35,49.892162684417556
50.0,111,1517.222,50.15119328932625
50.0,112,1511.511,49.96305907595198
50.0,113,1512.596,49.99865490418653
50.0,114,1524.75,50.399433874287645
50.0,115,1516.684,50.13345239736169
50.0,116,1509.855,49.90873032797373
50.0,117,1510.833,49.94081578420727
50.0,118,1506.27,49.7911164623324
50.0,119,1507.581,49.834126721148515
50.0,120,1509.066,49.882845435368154
50.0,121,1513.967,50.043857595377084
50.0,122,1510.95,49.944654228357905
50.0,123,1515.586,50.09724514944888
50.0,124,1506.763,49.80729041930901
50.0,125,1506.881,49.81116167067462
50.0,126,1510.105,49.91693213171441
50.0,127,1510.963,49.94508072215242
50.0,128,1520.791,50.26888333286068
50.0,129,1515.634,50.09882797995873
50.0,130,1509.984,49.912962458703916
50.0,131,1512.175,49.984843066687226
50.0,132,1509.654,49.90213607776622
50.0,133,1508.153,49.85289244810719
50.0,134,1517.144,50.14862118974774
50.0,135,1511.75,49.97090000032807
50.0,136,1516.547,50.12893473528149
50.0,137,1514.947,50.076173718286505
50.0,138,1516.447,50.125637171719305
50.0,139,1512.078,49.981660766835844
50.0,140,1513.932,50.04270344813032
50.0,141,1525.958,50.43926844211886
50.0,142,1516.179,50.11679970137265
50.0,143,1514.555,50.06324726912274
50.0,144,1515.182,50.08392299265765
50.0,145,1505.625,49.769955808681445
50.0,146,1498.834,49.54716201186965
50.0,147,1500.455,49.600342507324214
50.0,148,1522.509,50.325535474859045
50.0,149,1513.699,50.03502012503042
50.0,150,1506.909,49.81208027269358
50.0,151,1507.452,49.82989459041833
50.0,152,1505.214,49.75647204333177
50.0,153,1508.307,49.85794475921145
50.0,154,1511.639,49.96725839946721
50.0,155,1508.385,49.86050372197854
50.0,156,1513.295,50.02169796823919
50.0,157,1513.703,50.035152027572906
50.0,158,1511.378,49.958695716361945
50.0,159,1513.178,50.01783981887144
50.0,160,1513.213,50.018993966118195
50.0,161,1511.322,49.95685851232403
50.0,162,1507.989,49.847512064853305
50.0,163,1516.807,50.137508400543176
50.0,164,1518.112,50.18054160502971
50.0,165,1513.355,50.0236765063765
50.0,166,1516.735,50.1351341547784
50.0,167,1509.579,49.89967553664402
50.0,168,1518.721,50.200623767123425
50.0,169,1522.371,50.320984837143236
50.0,170,1512.22,49.98631939136055
50.0,171,1516.075,50.11337023526797
50.0,172,1506.812,49.80889797284219
50.0,173,1508.659,49.86949289887833
50.0,174,1525.413,50.421296720704945
50.0,175,1515.818,50.10489549691315
50.0,176,1514.391,50.057839264880755
50.0,177,1508.383,49.86043810754862
50.0,178,1507.926,49.84544521031065
50.0,179,1511.093,49.94934566009757
50.0,180,1512.787,50.004946345343285
50.0,181,1519.359,50.221662222650174
50.0,182,1517.064,50.145983138897996
50.0,183,1514.952,50.076338596464616
50.0,184,1513.559,50.03040353604336
50.0,185,1509.222,49.88796336090233
50.0,186,1513.181,50.017938745778295
50.0,187,1508.825,49.874938896562135
50.0,188,1516.142,50.11557960285464
50.0,189,1510.033,49.91457001223709
50.0,190,1515.769,50.10327969076768
50.0,191,1516.613,50.131111127232536
50.0,192,1514.158,50.05015594178086
50.0,193,1523.044,50.34317743991675
50.0,194,1517.026,50.144730064744365
50.0,195,1504.278,49.72576449012667
50.0,196,1507.128,49.819265052770405
50.0,197,1506.534,49.79977756708256
50.0,198,1510.42,49.92726640442767
50.0,199,1506.642,49.80332074629853
