fundamental_hz,harmonic,target_frequency_hz,frames,true_relative_deg,measured_error_deg,circular_stddev_deg,resultant
100000.0,2,200000.0,10,87.0,-3.1699999202206173,0.13505553666563275,0.9999972218932975
100000.0,3,300000.0,10,124.0,-10.838999894721502,0.17958015738442426,0.9999950882034626
