fundamental_hz,harmonic,target_frequency_hz,frames,true_relative_deg,measured_error_deg,circular_stddev_deg,resultant
100000.0,2,200000.0,10,67.0,16.593000028687708,0.1699441766325075,0.9999956011782952
100000.0,4,400000.0,10,121.0,7.475000054161108,0.1643928921926339,0.9999958838620828
